sample	reference	mean_depth	percCOV	coinf_maj_match	coinf_maj_common	coinf_maj_ratio	coinf_min_match	coinf_min_common	coinf_min_ratio	RUN	ID	pl	proto	ext	Delta	Omicron
22PlCoInf-V41xEMAGx1x99X5_S302	MN908947	2212.08	97.8877247012352	BA.1	56	0.982	AY.102	8	0.308	220530_13146	V41xEMAGx1x99X5	22PlCoInf	ARTIC V4.1	EMAG	1	99
22PlCoInf-V41xEMAGx5x95X1_S303	MN908947	2228.49	98.8518059786429	BA.1	60	1	AY.102	24	0.889	220530_13146	V41xEMAGx5x95X1	22PlCoInf	ARTIC V4.1	EMAG	5	95
22PlCoInf-V41xEMAGx5x95X2_S304	MN908947	2194.6	99.4175342282329	BA.1	57	0.934	AY.102	23	0.885	220530_13146	V41xEMAGx5x95X2	22PlCoInf	ARTIC V4.1	EMAG	5	95
22PlCoInf-V41xEMAGx5x95X3_S361	MN908947	2180.59	98.7246008100961	BA.1	61	1	AY.102	22	0.88	220530_13146	V41xEMAGx5x95X3	22PlCoInf	ARTIC V4.1	EMAG	5	95
22PlCoInf-V41xEMAGx5x95X4_S362	MN908947	2196.99	99.3304991129113	BA.1	61	1	AY.102	21	0.84	220530_13146	V41xEMAGx5x95X4	22PlCoInf	ARTIC V4.1	EMAG	5	95
22PlCoInf-V41xEMAGx5x95X5_S363	MN908947	2208.28	98.5773106149366	BA.1	62	1	AY.102	23	0.885	220530_13146	V41xEMAGx5x95X5	22PlCoInf	ARTIC V4.1	EMAG	5	95
22PlCoInf-V41xMGIx10x90X1_S395	MN908947	2151.55	99.4007967060556	BA.1	61	1	AY.102	23	0.885	220530_13146	V41xMGIx10x90X1	22PlCoInf	ARTIC V4.1	MGI	10	90
22PlCoInf-V41xMGIx10x90X2_S396	MN908947	2187.15	99.3137615907341	BA.1	61	1	AY.102	23	0.885	220530_13146	V41xMGIx10x90X2	22PlCoInf	ARTIC V4.1	MGI	10	90
22PlCoInf-V41xMGIx10x90X3_S397	MN908947	2195.36	99.1430388645265	BA.1	61	1	AY.102	23	0.885	220530_13146	V41xMGIx10x90X3	22PlCoInf	ARTIC V4.1	MGI	10	90
22PlCoInf-V41xMGIx10x90X4_S398	MN908947	2207.39	99.4812930861388	BA.1	61	1	B.1.617.2	24	0.889	220530_13146	V41xMGIx10x90X4	22PlCoInf	ARTIC V4.1	MGI	10	90
22PlCoInf-V41xMGIx10x90X5_S400	MN908947	2210.09	99.4978743346835	BA.1	61	1	AY.102	23	0.885	220530_13146	V41xMGIx10x90X5	22PlCoInf	ARTIC V4.1	MGI	10	90
22PlCoInf-V41xMGIx1x99X1_S329	MN908947	2206.61	97.9245472500251	BA.1	56	0.982	B.1.617.2	5	0	220530_13146	V41xMGIx1x99X1	22PlCoInf	ARTIC V4.1	MGI	1	99
22PlCoInf-V41xMGIx1x99X2_S330	MN908947	2127	98.5840056238075	BA.1	56	0.982	AY.102	8	0.308	220530_13146	V41xMGIx1x99X2	22PlCoInf	ARTIC V4.1	MGI	1	99
22PlCoInf-V41xMGIx1x99X3_S331	MN908947	1139.85	97.8877247012352	BA.1	52	0.981	B.1.617.2	7	0.28	220530_13146	V41xMGIx1x99X3	22PlCoInf	ARTIC V4.1	MGI	1	99
22PlCoInf-V41xMGIx1x99X4_S332	MN908947	2190.69	98.2760352157467	BA.1	56	0.982	B.1.617.2	2	0	220530_13146	V41xMGIx1x99X4	22PlCoInf	ARTIC V4.1	MGI	1	99
22PlCoInf-V41xMGIx1x99X5_S333	MN908947	2178.93	98.5270980484049	BA.1	56	0.982	B.1.617.2	3	0	220530_13146	V41xMGIx1x99X5	22PlCoInf	ARTIC V4.1	MGI	1	99
22PlCoInf-V41xMGIx5x95X1_S334	MN908947	2184.02	98.4501054463897	BA.1	59	1	AY.102	23	0.885	220530_13146	V41xMGIx5x95X1	22PlCoInf	ARTIC V4.1	MGI	5	95
22PlCoInf-V41xMGIx5x95X2_S335	MN908947	2205.71	98.5572255883239	BA.1	60	1	AY.102	23	0.852	220530_13146	V41xMGIx5x95X2	22PlCoInf	ARTIC V4.1	MGI	5	95
22PlCoInf-V41xMGIx5x95X3_S336	MN908947	2210.38	99.3706691661367	BA.1	61	1	B.1.617.2	24	0.889	220530_13146	V41xMGIx5x95X3	22PlCoInf	ARTIC V4.1	MGI	5	95
22PlCoInf-V41xMGIx5x95X4_S393	MN908947	2213.29	98.5235528474338	BA.1	56	0.933	AY.102	23	0.885	220530_13146	V41xMGIx5x95X4	22PlCoInf	ARTIC V4.1	MGI	5	95
22PlCoInf-V41xMGIx5x95X5_S394	MN908947	2183.15	98.7547283500151	BA.1	59	1	AY.102	22	0.846	220530_13146	V41xMGIx5x95X5	22PlCoInf	ARTIC V4.1	MGI	5	95
22PlCoInf-V4xEMAGx10x90X1_S356	MN908947	2212.64	99.5782144411341	BA.1	60	0.952	AY.102	22	0.88	220530_13146	V4xEMAGx10x90X1	22PlCoInf	ARTIC V4	EMAG	10	90
22PlCoInf-V4xEMAGx10x90X2_S357	MN908947	2226.05	99.494526830248	BA.1	58	0.921	AY.102	22	0.88	220530_13146	V4xEMAGx10x90X2	22PlCoInf	ARTIC V4	EMAG	10	90
22PlCoInf-V4xEMAGx10x90X3_S358	MN908947	2216.88	99.5783414764741	BA.1	58	0.921	AY.102	22	0.88	220530_13146	V4xEMAGx10x90X3	22PlCoInf	ARTIC V4	EMAG	10	90
22PlCoInf-V4xEMAGx10x90X4_S359	MN908947	2220.37	99.5782144411341	BA.1	58	0.935	AY.102	21	0.84	220530_13146	V4xEMAGx10x90X4	22PlCoInf	ARTIC V4	EMAG	10	90
22PlCoInf-V4xEMAGx10x90X5_S360	MN908947	2218.59	99.6886820875038	BA.1	58	0.935	AY.102	21	0.875	220530_13146	V4xEMAGx10x90X5	22PlCoInf	ARTIC V4	EMAG	10	90
22PlCoInf-V4xEMAGx1x99X1_S289	MN908947	2293.1	99.4141867237974	BA.1	57	1	AY.9.2	12	0.632	220530_13146	V4xEMAGx1x99X1	22PlCoInf	ARTIC V4	EMAG	1	99
22PlCoInf-V4xEMAGx1x99X2_S291	MN908947	2263.46	99.4744418036354	BA.1	57	1	AY.102	17	0.68	220530_13146	V4xEMAGx1x99X2	22PlCoInf	ARTIC V4	EMAG	1	99
22PlCoInf-V4xEMAGx1x99X3_S292	MN908947	2268.93	99.320456599605	BA.1	56	0.982	AY.102	10	0.385	220530_13146	V4xEMAGx1x99X3	22PlCoInf	ARTIC V4	EMAG	1	99
22PlCoInf-V4xEMAGx1x99X4_S293	MN908947	2265.74	98.9321460850936	BA.1	57	1	AY.102	9	0.36	220530_13146	V4xEMAGx1x99X4	22PlCoInf	ARTIC V4	EMAG	1	99
22PlCoInf-V4xEMAGx1x99X5_S294	MN908947	2261.32	99.494526830248	BA.1	56	0.982	AY.102	10	0.385	220530_13146	V4xEMAGx1x99X5	22PlCoInf	ARTIC V4	EMAG	1	99
22PlCoInf-V4xEMAGx5x95X1_S295	MN908947	2248.26	99.5782144411341	BA.1	58	0.935	AY.102	22	0.88	220530_13146	V4xEMAGx5x95X1	22PlCoInf	ARTIC V4	EMAG	5	95
22PlCoInf-V4xEMAGx5x95X2_S296	MN908947	2271.29	99.5782144411341	BA.1	62	0.984	AY.102	21	0.875	220530_13146	V4xEMAGx5x95X2	22PlCoInf	ARTIC V4	EMAG	5	95
22PlCoInf-V4xEMAGx5x95X3_S353	MN908947	2225.26	99.5782144411341	BA.1	59	0.937	AY.102	21	0.875	220530_13146	V4xEMAGx5x95X3	22PlCoInf	ARTIC V4	EMAG	5	95
22PlCoInf-V4xEMAGx5x95X4_S354	MN908947	2228.62	99.5782144411341	BA.1	58	0.935	AY.102	22	0.88	220530_13146	V4xEMAGx5x95X4	22PlCoInf	ARTIC V4	EMAG	5	95
22PlCoInf-V4xEMAGx5x95X5_S355	MN908947	2217.67	99.5782144411341	BA.1	58	0.935	AY.102	21	0.875	220530_13146	V4xEMAGx5x95X5	22PlCoInf	ARTIC V4	EMAG	5	95
22PlCoInf-V4xMGIx10x90X1_S387	MN908947	2205.71	99.5782144411341	AY.102	61	0.924	BA.1	7	0.583	220530_13146	V4xMGIx10x90X1	22PlCoInf	ARTIC V4	MGI	10	90
22PlCoInf-V4xMGIx10x90X2_S388	MN908947	2204.01	99.7055083327756	BA.1	58	0.935	AY.102	21	0.875	220530_13146	V4xMGIx10x90X2	22PlCoInf	ARTIC V4	MGI	10	90
22PlCoInf-V4xMGIx10x90X3_S389	MN908947	2216.16	99.5782144411341	BA.1	58	0.935	AY.102	22	0.88	220530_13146	V4xMGIx10x90X3	22PlCoInf	ARTIC V4	MGI	10	90
22PlCoInf-V4xMGIx10x90X4_S390	MN908947	2230.81	99.5782144411341	BA.1	58	0.935	AY.102	22	0.88	220530_13146	V4xMGIx10x90X4	22PlCoInf	ARTIC V4	MGI	10	90
22PlCoInf-V4xMGIx10x90X5_S392	MN908947	2225.49	99.5782144411341	BA.1	59	0.952	AY.102	22	0.88	220530_13146	V4xMGIx10x90X5	22PlCoInf	ARTIC V4	MGI	10	90
22PlCoInf-V4xMGIx1x99X1_S321	MN908947	2239.33	99.1965989354936	BA.1	56	0.982	AY.102	6	0.24	220530_13146	V4xMGIx1x99X1	22PlCoInf	ARTIC V4	MGI	1	99
22PlCoInf-V4xMGIx1x99X2_S322	MN908947	2220.06	98.7379908278378	BA.1	57	1	AY.102	7	0.28	220530_13146	V4xMGIx1x99X2	22PlCoInf	ARTIC V4	MGI	1	99
22PlCoInf-V4xMGIx1x99X3_S323	MN908947	2234.88	98.9421885983999	BA.1	56	0.982	B.1.617.2	4	0	220530_13146	V4xMGIx1x99X3	22PlCoInf	ARTIC V4	MGI	1	99
22PlCoInf-V4xMGIx1x99X4_S324	MN908947	2230.99	98.7413383322733	BA.1	56	0.982	B.1.617.2	3	0	220530_13146	V4xMGIx1x99X4	22PlCoInf	ARTIC V4	MGI	1	99
22PlCoInf-V4xMGIx1x99X5_S325	MN908947	2209.67	98.2459076758277	BA.1	56	0.982	AY.95	4	0	220530_13146	V4xMGIx1x99X5	22PlCoInf	ARTIC V4	MGI	1	99
22PlCoInf-V4xMGIx5x95X1_S326	MN908947	2219.39	99.4811368125063	BA.1	58	0.935	AY.102	21	0.84	220530_13146	V4xMGIx5x95X1	22PlCoInf	ARTIC V4	MGI	5	95
22PlCoInf-V4xMGIx5x95X2_S327	MN908947	2180.69	99.5782144411341	BA.1	58	0.967	AY.102	21	0.875	220530_13146	V4xMGIx5x95X2	22PlCoInf	ARTIC V4	MGI	5	95
22PlCoInf-V4xMGIx5x95X3_S328	MN908947	2231.93	99.5782144411341	BA.1	59	0.937	AY.102	21	0.875	220530_13146	V4xMGIx5x95X3	22PlCoInf	ARTIC V4	MGI	5	95
22PlCoInf-V4xMGIx5x95X4_S385	MN908947	2240.31	99.4811368125063	BA.1	58	0.935	AY.102	21	0.84	220530_13146	V4xMGIx5x95X4	22PlCoInf	ARTIC V4	MGI	5	95
22PlCoInf-V4xMGIx5x95X5_S386	MN908947	2179.54	99.5782144411341	BA.1	58	0.935	AY.102	21	0.875	220530_13146	V4xMGIx5x95X5	22PlCoInf	ARTIC V4	MGI	5	95
